Localpath,Filename,Name,CatRA,CatDEC,DateOBS,Telescope,Instrument,Reference,Reference_Format,Formatted
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1130+3139_20220120.fits,nires_J1130+3139_20220120.fits,J113010.07+313944.7,172.5419581,31.6624237,20220120,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1304+2819_20220711.fits,nires_J1304+2819_20220711.fits,J130440.45+281927.7,196.1685619,28.3243642,20220711,Gemini North,GNIRS,Adam B,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1308-0321_20220120.fits,nires_J1308-0321_20220120.fits,J130841.31-032157.7,197.1721629,-3.3660367,20220120,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1401+4325_20220123.fits,nires_J1401+4325_20220123.fits,J140118.30+432553.5,210.3262697,43.43153,20220123,Gemini North,GNIRS,AM20a,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1416+2322_20200720.fits,nires_J1416+2322_20200720.fits,J141608.89+232241.7,214.0370493,23.3782509,20200720,Gemini North,GNIRS,Fede,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1458+1734_20220711.fits,nires_J1458+1734_20220711.fits,J145837.85+173450.1,224.6577276,17.580603,20220711,Gemini North,GNIRS,AM20a,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1524-2620_20220611.fits,nires_J1524-2620_20220611.fits,J152443.14-262001.8,231.1797728,-26.3338530,20220611,Gemini North,GNIRS,Adam B.,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1553+6934_20200707.fits,nires_J1553+6934_20200707.fits,J155347.61+693402.2,238.4483831,69.5672787,20200707,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1556+7343_20210721.fits,nires_J1556+7343_20210721.fits,J155606.12+734337.0,239.0255032,73.7269483,20210721,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1625+7749_20210721.fits,nires_J1625+7749_20210721.fits,J162511.27+774946.8,246.2969812,77.8296817,20210721,Gemini North,GNIRS,Austin,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1639-3401_20200720.fits,nires_J1639-3401_20200720.fits,J163943.41-340136.0,249.9308931,-34.0266754,20200720,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1701-3630_20220611.fits,nires_J1701-3630_20220611.fits,J170103.70-363030.8,255.2654482,-36.5085638,20220611,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1710+4537_20220611.fits,nires_J1710+4537_20220611.fits,J171003.00+453756.4,257.5125051,45.632347,20220611,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1744+2303_20210721.fits,nires_J1744+2303_20210721.fits,J174426.85+230355.1,266.1118811,23.0653259,20210721,Gemini North,GNIRS,Austin,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1757+1142_20210721.fits,nires_J1757+1142_20210721.fits,J175742.03+114249.3,269.425206,11.713153,20210721,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1801+4717_20210823.fits,nires_J1801+4717_20210823.fits,J180122.59+471741.4,270.3441436,47.2948564,20210823,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1846+8530_20210823.fits,nires_J1846+8530_20210823.fits,J184640.11+853028.9,281.6671589,85.5080288,20210823,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1956+5922_20190913.fits,nires_J1956+5922_20190913.fits,J195604.40+592226.3,299.0183327,59.3739857,20190913,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2002-2039_20201022.fits,nires_J2002-2039_20201022.fits,J200223.61-203955.7,300.5983908,-20.665484,20201022,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2013-0326_20210823.fits,nires_J2013-0326_20210823.fits,J201342.27-032643.7,303.4261425,-3.4454973,20210823,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2034+4708_20220711.fits,nires_J2034+4708_20220711.fits,J203437.74+470824.2,308.6572861,47.1400641,20220711,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2046-2238_20220711.fits,nires_J2046-2238_20220711.fits,J204626.36-223819.5,311.6098322,-22.6387704,20220711,Gemini North,GNIRS,Adam B,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2138-3138_20191028.fits,nires_J2138-3138_20191028.fits,J213838.77-313808.7,324.6615525,-31.6357544,20191028,Gemini North,GNIRS,AM20a,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2145+2352_20220711.fits,nires_J2145+2352_20220711.fits,J214516.34+235253.0,326.3181181,23.8814065,20220711,Gemini North,GNIRS,Adam B,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2218+1146_20200707.fits,nires_J2218+1146_20200707.fits,JJ221859.41+114642.7,334.7475589,11.7785419,20200707,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2243-1606_20201022.fits,nires_J2243-1606_20201022.fits,J224349.27-160624.0,340.9552973,-16.1066718,20201022,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2309+1456_180901.fits,nires_J2309+1456_180901.fits,J230930.81+145630.6,347.3784026,14.9418416,180901,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2331-0504_20201022.fits,nires_J2331-0504_20201022.fits,J233120.22-050427.7,352.8342837,-5.0743806,20201022,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J2332-3018_20200707.fits,nires_J2332-3018_20200707.fits,J233228.09-301831.8,353.1170653,-30.3088588,20200707,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_LHS6176A_20220120.fits,nires_LHS6176A_20220120.fits,J095049.73+011809.7A,147.706634,1.303786,20220120,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_LHS6176B_20220120.fits,nires_LHS6176B_20220120.fits,J095049.73+011809.7B,147.706634,1.303786,20220120,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
